Simulation,a,b,c,b/a,c/a,c/b,ellipticity,triaxiality,Iterations,Initial Particles,Remaining Particles,Max Radius,r_50,mass,Age Range,Snapshot,Redshift,Center of Mass,Rotation Matrix
m11h_res7100,1.8790679684449987,1.3376400197007765,0.32269232585452245,0.7118635633003341,0.17172999129007707,0.24124003551172696,0.828270008709923,0.5082388352547179,30,143641,128730,11.592842194117013,6.416487572498707,820158680.2669299,"[0.0, 1.9999473559175176]",600,0.0,[-0.64370635  0.38079896 -0.10973454],"[[-0.96837534  0.14446691 -0.2034171 ]
 [-0.18299546 -0.9654565   0.18548966]
 [-0.16959324  0.21684802  0.96136105]]"
m11h_res7100,1.5780401242620503,1.373354651948472,0.4475193628364221,0.8702913384985717,0.2835918782773021,0.32585855532763935,0.7164081217226979,0.2638097116184762,23,118101,106071,10.295069225176604,4.968623985129799,621659837.2194471,"[2.000008954383903, 3.9999482319979376]",600,0.0,[-0.40723077  0.40962797 -0.02443486],"[[ 0.98269273 -0.0655862   0.17324389]
 [ 0.08083061  0.99331177 -0.08245083]
 [ 0.16667756 -0.09502724 -0.98142163]]"
m11h_res7100,1.7536895586818415,1.161106942045786,0.7143471333799205,0.6620937761176673,0.4073395600968615,0.6152294052443549,0.5926604399031385,0.6733593260811014,30,113670,102063,15.024989995335169,6.246915233281322,562508939.687652,"[4.000026330327313, 5.999970939318199]",600,0.0,[-0.32203394  0.42229886 -0.02603374],"[[-0.98042598  0.19212984 -0.0430235 ]
 [ 0.11475875  0.38008281 -0.9178058 ]
 [-0.15998539 -0.90477798 -0.39469164]]"
m11h_res7100,1.7422122781852505,1.6651298869322815,0.7225629176653812,0.9557560280006402,0.4147387357515515,0.43393787075468354,0.5852612642484485,0.10450636940974194,9,107346,96591,11.51687785760628,5.392321998215116,509053081.17170775,"[6.000058534010649, 7.999973585045091]",600,0.0,[-0.30119133  0.44698187 -0.02416197],"[[-8.96643799e-01  4.06178185e-01  1.76207775e-01]
 [ 3.98414211e-01  9.13793651e-01 -7.90397306e-02]
 [-1.93121760e-01 -6.66802679e-04 -9.81174572e-01]]"
m11h_res7100,1.558003886428661,1.4681562712515621,0.8255169980955344,0.9423315846900406,0.5298555448329646,0.5622814234834853,0.4701444551670354,0.15573264021366648,9,142175,128019,10.474454526249803,4.698819188006294,642827652.1533273,"[8.000026232866217, 9.999974858655108]",600,0.0,[-0.22391668  0.37034109 -0.04520736],"[[ 0.88308132 -0.43185388  0.1834928 ]
 [-0.42638493 -0.90180002 -0.0703748 ]
 [ 0.19586544 -0.01609189 -0.98049874]]"
m11h_res7100,1.6015992847382514,1.4999160730715817,0.9824259096733048,0.936511452873627,0.6134030646959624,0.6549872538277811,0.3865969353040376,0.19711250361746865,9,92789,83559,12.081290898220564,4.874844246719043,406383235.63346076,"[10.000026517874714, 13.56728763619945]",600,0.0,[-0.24454963  0.35984289 -0.06786718],"[[-0.76781429  0.60469992  0.21165825]
 [ 0.60638231  0.79254807 -0.06456045]
 [-0.20678904  0.07877538 -0.97520907]]"
